,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Ratio,EU_Sales_Ratio,JP_Sales_Ratio,Other_Sales_Ratio
151,152,Resident Evil 2,PS,1998.0,Action,Desconocido,1.88,1.47,2.02,0.45,5.82,0.32302405498281783,0.25257731958762886,0.3470790378006873,0.07731958762886598
152,153,Tekken 2,PS,1996.0,Fighting,Desconocido,2.26,1.89,1.36,0.23,5.74,0.3937282229965156,0.3292682926829268,0.23693379790940766,0.04006968641114982
153,154,Cooking Mama,DS,2006.0,Simulation,Desconocido,3.13,1.94,0.07,0.58,5.72,0.5472027972027972,0.33916083916083917,0.01223776223776224,0.10139860139860139
154,155,Destiny,PS4,2014.0,Shooter,Desconocido,2.49,2.05,0.16,0.96,5.65,0.4407079646017699,0.3628318584070796,0.02831858407079646,0.16991150442477873
155,156,Tetris,NES,1988.0,Puzzle,Desconocido,2.97,0.69,1.81,0.11,5.58,0.5322580645161291,0.12365591397849461,0.32437275985663083,0.01971326164874552
156,157,Assassin's Creed II,PS3,2009.0,Action,Desconocido,2.54,1.95,0.21,0.87,5.57,0.45601436265709155,0.35008976660682223,0.03770197486535009,0.15619389587073607
157,158,Super Smash Bros.,N64,1999.0,Fighting,Desconocido,2.95,0.6,1.97,0.04,5.55,0.5315315315315315,0.10810810810810811,0.35495495495495494,0.007207207207207207
158,159,Assassin's Creed,X360,2007.0,Adventure,Desconocido,3.28,1.65,0.07,0.55,5.55,0.590990990990991,0.2972972972972973,0.012612612612612614,0.09909909909909911
159,160,Batman: Arkham City,PS3,2011.0,Action,Desconocido,2.7,1.91,0.11,0.8,5.53,0.488245931283906,0.34538878842676307,0.019891500904159132,0.14466546112115733
160,161,Forza Motorsport 3,X360,2009.0,Racing,Desconocido,2.99,1.92,0.1,0.51,5.51,0.5426497277676952,0.3484573502722323,0.018148820326678767,0.09255898366606172
161,162,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Desconocido,0.47,0.57,4.13,0.34,5.5,0.08545454545454545,0.10363636363636362,0.7509090909090909,0.06181818181818182
162,163,Super Mario Advance,GBA,2001.0,Platform,Desconocido,3.14,1.24,0.91,0.2,5.49,0.5719489981785064,0.22586520947176683,0.1657559198542805,0.03642987249544627
163,164,Mario Kart: Super Circuit,GBA,2001.0,Racing,Desconocido,2.62,1.64,0.99,0.23,5.47,0.47897623400365635,0.29981718464351004,0.18098720292504572,0.04204753199268739
164,165,Super Mario World,GBA,2001.0,Platform,Desconocido,3.21,1.11,0.95,0.2,5.46,0.5879120879120879,0.20329670329670332,0.17399267399267399,0.03663003663003663
165,166,Pokemon Stadium,N64,1999.0,Strategy,Desconocido,3.18,1.24,0.94,0.09,5.45,0.5834862385321101,0.2275229357798165,0.17247706422018347,0.016513761467889906
166,167,Call of Duty: World at War,PS3,2008.0,Shooter,Desconocido,2.72,1.87,0.0,0.84,5.43,0.5009208103130756,0.3443830570902395,0.0,0.15469613259668508
167,168,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Desconocido,2.07,2.29,0.24,0.82,5.42,0.38191881918819187,0.4225092250922509,0.04428044280442804,0.15129151291512916
168,169,Minecraft,PS3,2014.0,Misc,Desconocido,1.97,2.51,0.0,0.94,5.42,0.3634686346863469,0.4630996309963099,0.0,0.17343173431734316
169,170,Final Fantasy XIII,PS3,2009.0,Role-Playing,Desconocido,1.74,1.24,1.87,0.52,5.36,0.3246268656716418,0.23134328358208953,0.34888059701492535,0.09701492537313433
170,171,Dr. Mario,GB,1989.0,Puzzle,Desconocido,2.18,0.96,2.0,0.2,5.34,0.4082397003745319,0.1797752808988764,0.37453183520599254,0.03745318352059925
171,172,Pokemon Pinball,GB,1999.0,Misc,Desconocido,3.02,1.12,1.01,0.16,5.31,0.568738229755179,0.21092278719397367,0.19020715630885124,0.030131826741996236
172,173,Assassin's Creed III,X360,2012.0,Action,Desconocido,3.13,1.71,0.03,0.44,5.3,0.590566037735849,0.32264150943396225,0.005660377358490566,0.08301886792452831
173,174,Final Fantasy IX,PS,2000.0,Role-Playing,Desconocido,1.62,0.77,2.78,0.14,5.3,0.3056603773584906,0.14528301886792452,0.5245283018867924,0.026415094339622646
174,175,Final Fantasy X-2,PS2,2003.0,Role-Playing,Desconocido,1.92,1.08,2.11,0.17,5.29,0.36294896030245744,0.20415879017013233,0.3988657844990548,0.03213610586011342
175,176,Donkey Kong 64,N64,1999.0,Platform,Desconocido,3.33,0.79,1.09,0.06,5.27,0.6318785578747629,0.14990512333965847,0.20683111954459207,0.011385199240986717
176,177,Assassin's Creed II,X360,2009.0,Action,Desconocido,3.1,1.56,0.08,0.51,5.27,0.5882352941176471,0.2960151802656547,0.015180265654648958,0.09677419354838711
177,178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Desconocido,1.22,2.48,1.03,0.52,5.26,0.23193916349809887,0.47148288973384034,0.1958174904942966,0.09885931558935362
178,179,Tomb Raider II,PS,1997.0,Action,Desconocido,2.3,2.46,0.2,0.28,5.24,0.4389312977099236,0.4694656488549618,0.03816793893129771,0.0534351145038168
179,181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Desconocido,0.65,0.75,3.61,0.2,5.21,0.12476007677543187,0.14395393474088292,0.6928982725527831,0.038387715930902115
180,182,Diablo III,PC,2012.0,Role-Playing,Desconocido,2.43,2.15,0.0,0.62,5.2,0.4673076923076923,0.41346153846153844,0.0,0.11923076923076922
181,183,Super Mario Bros. 3,GBA,2003.0,Platform,Desconocido,2.93,1.25,0.83,0.2,5.2,0.5634615384615385,0.24038461538461536,0.1596153846153846,0.038461538461538464
182,184,New Super Mario Bros. U,WiiU,2012.0,Platform,Desconocido,2.32,1.3,1.27,0.31,5.19,0.4470134874759152,0.2504816955684008,0.2447013487475915,0.059730250481695564
183,185,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Desconocido,2.49,0.98,1.57,0.15,5.19,0.4797687861271676,0.1888246628131021,0.302504816955684,0.02890173410404624
184,186,FIFA Soccer 13,X360,2012.0,Action,Desconocido,1.08,3.48,0.03,0.58,5.18,0.20849420849420852,0.6718146718146718,0.005791505791505791,0.11196911196911197
185,187,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Desconocido,1.9,1.83,0.95,0.49,5.17,0.36750483558994196,0.3539651837524178,0.18375241779497098,0.09477756286266925
186,188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Desconocido,2.1,0.74,2.2,0.11,5.15,0.4077669902912621,0.1436893203883495,0.4271844660194175,0.021359223300970873
187,189,Tomodachi Life,3DS,2013.0,Simulation,Desconocido,0.96,2.02,1.89,0.28,5.15,0.18640776699029124,0.39223300970873787,0.3669902912621359,0.05436893203883495
188,190,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Desconocido,1.64,2.48,0.44,0.58,5.14,0.31906614785992216,0.48249027237354086,0.08560311284046693,0.11284046692607004
189,191,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Desconocido,1.98,2.23,0.13,0.8,5.13,0.38596491228070173,0.43469785575048736,0.0253411306042885,0.15594541910331386
190,192,Kirby's Dream Land,GB,1992.0,Platform,Desconocido,2.71,0.61,1.7,0.11,5.13,0.5282651072124757,0.1189083820662768,0.3313840155945419,0.021442495126705655
191,193,Fable III,X360,2010.0,Role-Playing,Desconocido,3.59,1.11,0.05,0.38,5.13,0.6998050682261209,0.21637426900584797,0.009746588693957116,0.07407407407407407
192,194,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Desconocido,3.21,1.53,0.01,0.38,5.13,0.6257309941520468,0.29824561403508776,0.0019493177387914231,0.07407407407407407
193,195,Microsoft Flight Simulator,PC,1996.0,Simulation,Desconocido,3.22,1.69,0.0,0.2,5.12,0.62890625,0.330078125,0.0,0.0390625
194,196,Guitar Hero II,PS2,2006.0,Misc,Desconocido,3.81,0.63,0.0,0.68,5.12,0.744140625,0.123046875,0.0,0.1328125
195,197,Resident Evil 5,PS3,2009.0,Action,Desconocido,1.96,1.43,1.08,0.65,5.11,0.3835616438356164,0.27984344422700586,0.21135029354207435,0.12720156555772993
196,198,Grand Theft Auto V,XOne,2014.0,Action,Desconocido,2.66,2.01,0.0,0.41,5.08,0.5236220472440946,0.39566929133858264,0.0,0.08070866141732283
197,199,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Desconocido,1.7,2.02,0.16,1.21,5.08,0.33464566929133854,0.39763779527559057,0.031496062992125984,0.23818897637795275
198,200,FIFA Soccer 11,PS3,2010.0,Sports,Desconocido,0.6,3.29,0.06,1.13,5.08,0.11811023622047244,0.6476377952755905,0.011811023622047244,0.22244094488188973
199,201,Super Mario Bros.,GB,1999.0,Platform,Desconocido,3.4,1.3,0.15,0.22,5.07,0.6706114398422091,0.2564102564102564,0.029585798816568046,0.04339250493096647
200,202,Resident Evil,PS,1996.0,Action,Desconocido,2.05,1.16,1.11,0.73,5.05,0.4059405940594059,0.22970297029702968,0.21980198019801983,0.14455445544554454
201,203,Tony Hawk's Pro Skater,PS,1999.0,Sports,Desconocido,3.42,1.38,0.02,0.2,5.02,0.6812749003984064,0.2749003984063745,0.003984063745019921,0.03984063745019921
202,204,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Desconocido,2.59,1.06,0.8,0.57,5.02,0.5159362549800797,0.2111553784860558,0.15936254980079684,0.11354581673306773
203,205,Warzone 2100,PS,1999.0,Strategy,Desconocido,2.79,1.89,0.0,0.33,5.01,0.5568862275449102,0.3772455089820359,0.0,0.0658682634730539
204,206,Spyro the Dragon,PS,1998.0,Platform,Desconocido,3.36,1.36,0.07,0.21,5.0,0.6719999999999999,0.272,0.014000000000000002,0.041999999999999996
205,207,Link's Crossbow Training,Wii,2007.0,Shooter,Desconocido,3.06,1.18,0.29,0.46,5.0,0.612,0.236,0.057999999999999996,0.092
206,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Desconocido,3.49,0.01,0.01,1.48,4.98,0.7008032128514056,0.002008032128514056,0.002008032128514056,0.2971887550200803
207,209,Fallout 3,X360,2008.0,Role-Playing,Desconocido,3.39,1.03,0.09,0.44,4.96,0.6834677419354839,0.20766129032258066,0.01814516129032258,0.08870967741935484
208,210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Desconocido,1.85,1.2,1.54,0.37,4.96,0.37298387096774194,0.24193548387096772,0.31048387096774194,0.07459677419354839
209,211,Uncharted: Drake's Fortune,PS3,2007.0,Action,Desconocido,2.31,1.73,0.12,0.78,4.94,0.46761133603238864,0.35020242914979755,0.0242914979757085,0.15789473684210525
210,212,Madden NFL 06,PS2,2005.0,Sports,Desconocido,3.98,0.26,0.01,0.66,4.91,0.8105906313645621,0.05295315682281059,0.002036659877800407,0.13441955193482688
211,213,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,Desconocido,2.89,1.54,0.0,0.46,4.9,0.5897959183673469,0.3142857142857143,0.0,0.09387755102040816
212,214,Diddy Kong Racing,N64,1997.0,Racing,Desconocido,2.91,0.99,0.89,0.1,4.88,0.5963114754098361,0.2028688524590164,0.18237704918032788,0.020491803278688527
213,215,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Desconocido,0.0,0.0,4.87,0.0,4.87,0.0,0.0,1.0,0.0
214,216,Dr. Mario,NES,1990.0,Puzzle,Desconocido,2.62,0.6,1.52,0.1,4.85,0.5402061855670104,0.12371134020618557,0.31340206185567016,0.02061855670103093
215,217,God of War III,PS3,2010.0,Action,Desconocido,2.74,1.36,0.12,0.63,4.84,0.566115702479339,0.2809917355371901,0.024793388429752067,0.13016528925619836
216,218,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Desconocido,2.56,1.68,0.0,0.59,4.83,0.5300207039337475,0.34782608695652173,0.0,0.12215320910973083
217,219,Assassin's Creed,PS3,2007.0,Adventure,Desconocido,1.91,2.0,0.09,0.83,4.83,0.39544513457556935,0.41407867494824013,0.018633540372670808,0.17184265010351965
218,220,FIFA 15,PS3,2014.0,Sports,Desconocido,0.57,3.14,0.04,1.07,4.82,0.11825726141078836,0.6514522821576764,0.008298755186721992,0.22199170124481327
219,221,Crash Team Racing,PS,1999.0,Racing,Desconocido,2.57,1.57,0.44,0.21,4.79,0.5365344467640918,0.3277661795407098,0.0918580375782881,0.043841336116910226
220,222,FIFA 17,PS4,2016.0,Sports,Desconocido,0.28,3.75,0.06,0.69,4.77,0.05870020964360588,0.7861635220125787,0.012578616352201259,0.14465408805031446
221,223,Batman: Arkham City,X360,2011.0,Action,Desconocido,2.99,1.31,0.04,0.41,4.76,0.6281512605042018,0.27521008403361347,0.008403361344537816,0.0861344537815126
222,224,Driver 2,PS,2000.0,Action,Desconocido,2.36,2.1,0.02,0.25,4.73,0.49894291754756864,0.4439746300211416,0.004228329809725158,0.05285412262156448
223,225,The Simpsons: Hit & Run,PS2,2003.0,Racing,Desconocido,1.73,2.19,0.0,0.79,4.7,0.3680851063829787,0.4659574468085106,0.0,0.16808510638297872
224,226,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Desconocido,3.05,1.41,0.02,0.2,4.68,0.6517094017094017,0.30128205128205127,0.004273504273504274,0.04273504273504274
225,227,Animal Crossing: City Folk,Wii,2008.0,Simulation,Desconocido,1.87,1.12,1.32,0.37,4.68,0.3995726495726496,0.23931623931623935,0.2820512820512821,0.07905982905982907
226,228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Desconocido,1.94,1.95,0.08,0.7,4.67,0.4154175588865096,0.41755888650963596,0.017130620985010708,0.14989293361884368
227,229,Forza Motorsport 4,X360,2011.0,Racing,Desconocido,2.08,2.04,0.06,0.47,4.64,0.4482758620689656,0.43965517241379315,0.01293103448275862,0.10129310344827587
228,230,Tomb Raider,PS,1996.0,Action,Desconocido,2.29,1.97,0.13,0.24,4.63,0.4946004319654428,0.42548596112311016,0.028077753779697626,0.05183585313174946
229,231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Desconocido,3.06,1.12,0.0,0.44,4.62,0.6623376623376623,0.24242424242424243,0.0,0.09523809523809523
230,232,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Desconocido,2.42,0.91,1.15,0.13,4.61,0.5249457700650759,0.19739696312364424,0.24945770065075917,0.028199566160520606
231,233,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Desconocido,2.6,0.99,0.89,0.13,4.6,0.5652173913043479,0.21521739130434783,0.19347826086956524,0.028260869565217395
232,234,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Desconocido,1.89,1.99,0.22,0.48,4.58,0.41266375545851525,0.4344978165938865,0.048034934497816595,0.10480349344978165
233,235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Desconocido,1.78,1.39,1.1,0.3,4.58,0.388646288209607,0.3034934497816594,0.24017467248908297,0.06550218340611354
234,236,Splatoon,WiiU,2015.0,Shooter,Desconocido,1.55,1.15,1.44,0.43,4.57,0.33916849015317285,0.25164113785557984,0.31509846827133475,0.09409190371991247
235,237,The Last of Us,PS4,2014.0,Action,Desconocido,1.78,1.87,0.07,0.82,4.55,0.3912087912087912,0.410989010989011,0.015384615384615387,0.18021978021978022
236,238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Desconocido,3.19,0.92,0.01,0.42,4.53,0.7041942604856511,0.20309050772626933,0.002207505518763797,0.09271523178807946
237,239,Madden NFL 2005,PS2,2004.0,Sports,Desconocido,4.18,0.26,0.01,0.08,4.53,0.922737306843267,0.05739514348785872,0.002207505518763797,0.017660044150110375
238,240,Pitfall!,2600,1981.0,Platform,Desconocido,4.21,0.24,0.0,0.05,4.5,0.9355555555555556,0.05333333333333333,0.0,0.011111111111111112
239,241,Madden NFL 07,PS2,2006.0,Sports,Desconocido,3.63,0.24,0.01,0.61,4.49,0.8084632516703786,0.05345211581291759,0.0022271714922048997,0.1358574610244989
240,242,Spider-Man: The Movie,PS2,2002.0,Action,Desconocido,2.71,1.51,0.03,0.23,4.48,0.6049107142857142,0.3370535714285714,0.00669642857142857,0.05133928571428571
241,243,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Desconocido,0.2,0.14,4.1,0.02,4.47,0.0447427293064877,0.031319910514541395,0.9172259507829977,0.00447427293064877
242,244,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Desconocido,1.96,1.69,0.08,0.74,4.47,0.43847874720357943,0.378076062639821,0.01789709172259508,0.16554809843400448
243,245,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Desconocido,1.54,1.94,0.19,0.77,4.45,0.34606741573033706,0.43595505617977526,0.04269662921348315,0.17303370786516853
244,246,God of War,PS2,2005.0,Action,Desconocido,2.71,1.29,0.02,0.43,4.45,0.6089887640449438,0.2898876404494382,0.00449438202247191,0.09662921348314606
245,247,Nintendo Land,WiiU,2012.0,Misc,Desconocido,2.55,1.11,0.46,0.33,4.44,0.5743243243243242,0.25,0.1036036036036036,0.07432432432432431
246,248,Michael Jackson: The Experience,Wii,2010.0,Misc,Desconocido,2.67,1.35,0.01,0.39,4.42,0.6040723981900452,0.3054298642533937,0.0022624434389140274,0.08823529411764706
247,249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Desconocido,2.66,1.29,0.01,0.46,4.41,0.6031746031746031,0.2925170068027211,0.0022675736961451248,0.10430839002267574
248,250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Desconocido,0.1,2.39,1.05,0.86,4.39,0.022779043280182234,0.5444191343963555,0.23917995444191348,0.1958997722095672
249,251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Desconocido,2.82,1.05,0.13,0.4,4.39,0.642369020501139,0.23917995444191348,0.029612756264236904,0.09111617312072894
250,252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Desconocido,2.19,0.5,1.61,0.08,4.38,0.5,0.11415525114155252,0.3675799086757991,0.018264840182648404
251,253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Desconocido,2.03,1.79,0.08,0.47,4.37,0.46453089244851253,0.4096109839816934,0.018306636155606407,0.10755148741418763
252,254,Resistance: Fall of Man,PS3,2006.0,Shooter,Desconocido,1.73,1.73,0.14,0.75,4.35,0.3977011494252874,0.3977011494252874,0.03218390804597702,0.1724137931034483
253,255,Sonic the Hedgehog,GEN,1991.0,Platform,Desconocido,3.03,0.91,0.26,0.13,4.34,0.6981566820276498,0.20967741935483872,0.05990783410138249,0.029953917050691246
254,256,Kingdom Hearts II,PS2,2005.0,Role-Playing,Desconocido,2.2,0.58,1.38,0.17,4.33,0.5080831408775982,0.13394919168591224,0.31870669745958424,0.03926096997690531
255,257,FIFA 14,X360,2013.0,Sports,Desconocido,0.92,2.93,0.01,0.46,4.31,0.2134570765661253,0.6798143851508122,0.0023201856148491883,0.10672853828306265
256,258,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Desconocido,2.75,1.18,0.0,0.37,4.31,0.6380510440835268,0.2737819025522042,0.0,0.08584686774941996
257,259,Asteroids,2600,1980.0,Shooter,Desconocido,4.0,0.26,0.0,0.05,4.31,0.9280742459396752,0.06032482598607889,0.0,0.011600928074245941
258,260,Fable II,X360,2008.0,Role-Playing,Desconocido,2.51,1.27,0.11,0.41,4.31,0.5823665893271461,0.2946635730858469,0.02552204176334107,0.0951276102088167
259,261,Halo 5: Guardians,XOne,2015.0,Shooter,Desconocido,2.64,1.2,0.03,0.39,4.26,0.619718309859155,0.28169014084507044,0.007042253521126761,0.09154929577464789
260,262,Super Mario 3D World,WiiU,2013.0,Platform,Desconocido,2.11,1.11,0.72,0.3,4.25,0.4964705882352941,0.26117647058823534,0.16941176470588235,0.07058823529411765
261,263,Batman: Arkham Asylum,PS3,2009.0,Action,Desconocido,2.23,1.34,0.07,0.61,4.25,0.5247058823529411,0.31529411764705884,0.01647058823529412,0.14352941176470588
262,264,Assassin's Creed: Revelations,PS3,2011.0,Action,Desconocido,1.41,2.02,0.1,0.72,4.24,0.3325471698113207,0.47641509433962265,0.02358490566037736,0.16981132075471697
263,265,Namco Museum,GBA,2001.0,Misc,Desconocido,3.0,1.11,0.05,0.07,4.24,0.7075471698113207,0.2617924528301887,0.01179245283018868,0.01650943396226415
264,266,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Desconocido,1.46,0.0,0.83,1.93,4.23,0.3451536643026004,0.0,0.1962174940898345,0.4562647754137115
265,267,Daxter,PSP,2006.0,Platform,Desconocido,2.45,1.02,0.0,0.75,4.22,0.580568720379147,0.24170616113744078,0.0,0.17772511848341233
266,268,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Desconocido,1.7,2.27,0.0,0.23,4.21,0.40380047505938244,0.5391923990498813,0.0,0.05463182897862233
267,269,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Desconocido,2.03,1.27,0.62,0.3,4.21,0.48218527315914483,0.3016627078384798,0.14726840855106887,0.07125890736342043
268,270,FIFA Soccer 06,PS2,2005.0,Sports,Desconocido,0.78,2.55,0.04,0.84,4.21,0.18527315914489312,0.6057007125890735,0.009501187648456057,0.1995249406175772
269,271,EyeToy Play,PS2,2003.0,Misc,Desconocido,0.88,2.3,0.2,0.83,4.2,0.20952380952380953,0.5476190476190476,0.047619047619047616,0.1976190476190476
270,272,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Desconocido,1.3,2.07,0.18,0.65,4.2,0.30952380952380953,0.49285714285714277,0.04285714285714285,0.15476190476190477
271,273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Desconocido,1.28,1.83,0.57,0.53,4.2,0.30476190476190473,0.4357142857142857,0.1357142857142857,0.1261904761904762
272,274,Assassin's Creed: Revelations,X360,2011.0,Action,Desconocido,2.25,1.47,0.04,0.43,4.19,0.5369928400954653,0.350835322195704,0.009546539379474939,0.1026252983293556
273,275,Street Fighter IV,PS3,2009.0,Fighting,Desconocido,2.02,1.06,0.58,0.53,4.19,0.48210023866348445,0.2529832935560859,0.13842482100238662,0.12649164677804295
274,276,FIFA 12,X360,2011.0,Sports,Desconocido,0.84,2.79,0.02,0.53,4.19,0.20047732696897372,0.665871121718377,0.0047732696897374695,0.12649164677804295
275,277,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Desconocido,3.38,0.44,0.31,0.04,4.17,0.8105515587529976,0.10551558752997602,0.07434052757793765,0.00959232613908873
276,278,Excitebike,NES,1984.0,Racing,Desconocido,2.04,0.48,1.57,0.07,4.16,0.49038461538461536,0.11538461538461538,0.37740384615384615,0.01682692307692308
277,279,Frogger,PS,1997.0,Action,Desconocido,3.79,0.27,0.0,0.11,4.16,0.9110576923076923,0.06490384615384616,0.0,0.026442307692307692
